Time,Benz,Type,mean,sem,lower,upper
2022-02-04T08:26:58Z,1e-6,Specific,273,68.57599191164987,204.42400808835015,341.57599191164985
2022-02-04T09:11:04Z,1e-9,Background,5.666666666666667,1.4529663145135578,4.21370035215311,7.119632981180224
2022-02-04T09:11:04Z,1e-9,Total,8.666666666666666,3.1797973380564857,5.48686932861018,11.846464004723153
2022-02-04T09:11:04Z,1e-9,Specific,2.999999999999999,3.4960294939005054,-0.4960294939005063,6.4960294939005045
2022-02-04T09:11:04Z,3.0000000000000004e-9,Background,12.666666666666666,4.333333333333334,8.333333333333332,17
2022-02-04T09:11:04Z,3.0000000000000004e-9,Total,12.666666666666666,3.2829526005987018,9.383714066067965,15.949619267265367
2022-02-04T09:11:04Z,3.0000000000000004e-9,Specific,0,5.436502143433363,-5.436502143433363,5.436502143433363
2022-02-04T09:11:04Z,1e-8,Background,21,2.0816659994661326,18.918334000533868,23.081665999466132
2022-02-04T09:11:04Z,1e-8,Total,24.666666666666668,0.881917103688197,23.784749562978472,25.548583770354863
2022-02-04T09:11:04Z,1e-8,Specific,3.666666666666668,2.2607766610417563,1.4058900056249115,5.927443327708424
2022-02-04T09:11:04Z,3.0000000000000004e-8,Background,53.666666666666664,2.185812841434,51.480853825232664,55.852479508100664
2022-02-04T09:11:04Z,3.0000000000000004e-8,Total,63.666666666666664,3.8441875315569325,59.82247913510973,67.5108541982236
2022-02-04T09:11:04Z,3.0000000000000004e-8,Specific,10,4.422166387140534,5.577833612859466,14.422166387140534
2022-02-04T09:11:04Z,1.0000000000000001e-7,Background,157.66666666666666,7.535103036971544,150.1315636296951,165.2017697036382
2022-02-04T09:11:04Z,1.0000000000000001e-7,Total,198,14.364307617610162,183.63569238238983,212.36430761761017
2022-02-04T09:11:04Z,1.0000000000000001e-7,Specific,40.33333333333334,16.220700080795254,24.11263325253809,56.5540334141286
2022-02-04T09:11:04Z,3.0000000000000004e-7,Background,433.6666666666667,9.938701010583717,423.727965656083,443.6053676772504
2022-02-04T09:11:04Z,3.0000000000000004e-7,Total,567,25.709920264364882,541.2900797356351,592.7099202643649
2022-02-04T09:11:04Z,3.0000000000000004e-7,Specific,133.33333333333331,27.564066785904032,105.76926654742928,160.89740011923735
2022-02-04T09:11:04Z,1e-6,Background,1517.3333333333333,12.440971737681016,1504.8923615956523,1529.7743050710142
2022-02-04T09:11:04Z,1e-6,Total,1793,36.96394639825858,1756.0360536017415,1829.9639463982585
2022-02-04T09:11:04Z,1e-6,Specific,275.66666666666674,39.00142447541001,236.66524219125674,314.6680911420768
2022-02-04T09:55:12Z,1e-9,Background,8,1,7,9
2022-02-04T09:55:12Z,1e-9,Total,8,1.1547005383792517,6.8452994616207485,9.154700538379252
2022-02-04T09:55:12Z,1e-9,Specific,0,1.5275252316519468,-1.5275252316519468,1.5275252316519468
2022-02-04T09:55:12Z,3.0000000000000004e-9,Background,7.666666666666667,0.3333333333333333,7.333333333333334,8
2022-02-04T09:55:12Z,3.0000000000000004e-9,Total,11.333333333333334,1.2018504251546631,10.13148290817867,12.535183758487998
2022-02-04T09:55:12Z,3.0000000000000004e-9,Specific,3.666666666666667,1.247219128924647,2.4194475377420197,4.913885795591314
2022-02-04T09:55:12Z,1e-8,Background,18,2.0816659994661326,15.918334000533868,20.081665999466132
2022-02-04T09:55:12Z,1e-8,Total,27.333333333333332,1.8559214542766742,25.477411879056657,29.189254787610007
2022-02-04T09:55:12Z,1e-8,Specific,9.333333333333332,2.7888667551135855,6.544466578219747,12.122200088446917
2022-02-04T09:55:12Z,3.0000000000000004e-8,Background,47,4.725815626252609,42.27418437374739,51.72581562625261
2022-02-04T09:55:12Z,3.0000000000000004e-8,Total,63.666666666666664,6.009252125773315,57.65741454089335,69.67591879243997
2022-02-04T09:55:12Z,3.0000000000000004e-8,Specific,16.666666666666664,7.644896627453143,9.021770039213521,24.311563294119807
2022-02-04T09:55:12Z,1.0000000000000001e-7,Background,173,8.18535277187245,164.81464722812754,181.18535277187246
2022-02-04T09:55:12Z,1.0000000000000001e-7,Total,198,2.0816659994661326,195.91833400053386,200.08166599946614
2022-02-04T09:55:12Z,1.0000000000000001e-7,Specific,25,8.445906306213285,16.554093693786715,33.44590630621329
2022-02-04T09:55:12Z,3.0000000000000004e-7,Background,451,11.590225767142474,439.4097742328575,462.5902257671425
2022-02-04T09:55:12Z,3.0000000000000004e-7,Total,536,22.338307903688676,513.6616920963113,558.3383079036887
2022-02-04T09:55:12Z,3.0000000000000004e-7,Specific,85,25.16611478423583,59.83388521576417,110.16611478423583
2022-02-04T09:55:12Z,1e-6,Background,1538.3333333333333,33.41822523381183,1504.9151080995214,1571.7515585671451
2022-02-04T09:55:12Z,1e-6,Total,1799.3333333333333,51.962593383232054,1747.370739950101,1851.2959267165654
2022-02-04T09:55:12Z,1e-6,Specific,261,61.780975137083175,199.21902486291683,322.78097513708315
2022-02-04T10:39:18Z,1e-9,Background,5.333333333333333,1.2018504251546631,4.13148290817867,6.535183758487996
2022-02-04T10:39:18Z,1e-9,Total,7,1,6,8
2022-02-04T10:39:18Z,1e-9,Specific,1.666666666666667,1.563471919941143,0.10319474672552387,3.23013858660781
2022-02-04T10:39:18Z,3.0000000000000004e-9,Background,13.666666666666666,2.4037008503093262,11.26296581635734,16.070367516975992
2022-02-04T10:39:18Z,3.0000000000000004e-9,Total,10.333333333333334,3.333333333333334,7,13.666666666666668
2022-02-04T10:39:18Z,3.0000000000000004e-9,Specific,-3.333333333333332,4.109609335312651,-7.442942668645983,0.7762760019793191
2022-02-04T10:39:18Z,1e-8,Background,19.666666666666668,2.3333333333333335,17.333333333333336,22
2022-02-04T10:39:18Z,1e-8,Total,31.666666666666668,3.7564758898615485,27.91019077680512,35.42314255652822
2022-02-04T10:39:18Z,1e-8,Specific,12,4.422166387140534,7.577833612859466,16.422166387140535
2022-02-04T10:39:18Z,3.0000000000000004e-8,Background,40.666666666666664,0.881917103688197,39.78474956297847,41.54858377035486
2022-02-04T10:39:18Z,3.0000000000000004e-8,Total,64.66666666666667,2.0275875100994067,62.63907915656726,66.69425417676608
2022-02-04T10:39:18Z,3.0000000000000004e-8,Specific,24.000000000000007,2.211083193570267,21.78891680642974,26.211083193570275
2022-02-04T10:39:18Z,1.0000000000000001e-7,Background,174.66666666666666,4.8419463487779835,169.82472031788868,179.50861301544464
2022-02-04T10:39:18Z,1.0000000000000001e-7,Total,196.33333333333334,8.647414514048565,187.68591881928478,204.9807478473819
2022-02-04T10:39:18Z,1.0000000000000001e-7,Specific,21.666666666666686,9.910712498212337,11.755954168454348,31.577379164879023
2022-02-04T10:39:18Z,3.0000000000000004e-7,Background,453.6666666666667,22.908028675068874,430.7586379915978,476.57469534173555
2022-02-04T10:39:18Z,3.0000000000000004e-7,Total,555,18.58314648635514,536.4168535136448,573.5831464863552
2022-02-04T10:39:18Z,3.0000000000000004e-7,Specific,101.33333333333331,29.497645857103766,71.83568747622955,130.8309791904371
2022-02-04T10:39:18Z,1e-6,Background,1469,21.1266025033211,1447.873397496679,1490.126602503321
2022-02-04T10:39:18Z,1e-6,Total,1760.3333333333333,31.24811105402124,1729.0852222793121,1791.5814443873544
2022-02-04T10:39:18Z,1e-6,Specific,291.33333333333326,37.71972663975414,253.61360669357913,329.0530599730874
2022-02-04T11:23:24Z,1e-9,Background,4.666666666666667,1.666666666666667,3,6.333333333333334
2022-02-04T11:23:24Z,1e-9,Total,8.333333333333334,2.4037008503093262,5.929632483024008,10.73703418364266
2022-02-04T11:23:24Z,1e-9,Specific,3.666666666666667,2.924988129130708,0.7416785375359591,6.591654795797375
2022-02-04T11:23:24Z,3.0000000000000004e-9,Background,10.666666666666666,0.881917103688197,9.784749562978469,11.548583770354863
2022-02-04T11:23:24Z,3.0000000000000004e-9,Total,11.666666666666666,1.763834207376394,9.902832459290272,13.43050087404306
2022-02-04T11:23:24Z,3.0000000000000004e-9,Specific,1,1.972026594366539,-0.9720265943665389,2.9720265943665387
2022-02-04T11:23:24Z,1e-8,Background,20,3.0550504633038935,16.944949536696107,23.055050463303893
2022-02-04T11:23:24Z,1e-8,Total,25,3.0550504633038935,21.944949536696107,28.055050463303893
2022-02-04T11:23:24Z,1e-8,Specific,5,4.320493798938574,0.6795062010614261,9.320493798938575
2022-02-04T11:23:24Z,3.0000000000000004e-8,Background,46.666666666666664,2.8480012484391772,43.81866541822749,49.51466791510584
2022-02-04T11:23:24Z,3.0000000000000004e-8,Total,64.33333333333333,2.728450923957483,61.60488240937585,67.06178425729081
2022-02-04T11:23:24Z,3.0000000000000004e-8,Specific,17.666666666666664,3.9440531887330774,13.722613477933587,21.610719855399743
2022-02-04T11:23:24Z,1.0000000000000001e-7,Background,153,5.773502691896258,147.22649730810375,158.77350269189625
2022-02-04T11:23:24Z,1.0000000000000001e-7,Total,206,3.511884584284246,202.48811541571575,209.51188458428425
2022-02-04T11:23:24Z,1.0000000000000001e-7,Specific,53,6.757711644237765,46.242288355762234,59.757711644237766
2022-02-04T11:23:24Z,3.0000000000000004e-7,Background,448,8.386497083606082,439.61350291639394,456.38649708360606
2022-02-04T11:23:24Z,3.0000000000000004e-7,Total,573.3333333333334,7.881060278357927,565.4522730549754,581.2143936116913
2022-02-04T11:23:24Z,3.0000000000000004e-7,Specific,125.33333333333337,11.508451001088046,113.82488233224532,136.84178433442142
2022-02-04T11:23:24Z,1e-6,Background,1483.3333333333333,29.202359113225388,1454.1309742201079,1512.5356924465586
2022-02-04T11:23:24Z,1e-6,Total,1795.3333333333333,33.45809983314122,1761.875233500192,1828.7914331664745
2022-02-04T11:23:24Z,1e-6,Specific,312,44.40970864824743,267.59029135175257,356.40970864824743
2022-02-04T18:22:14Z,1e-9,Background,6,1.5275252316519468,4.472474768348054,7.527525231651946
2022-02-04T18:22:14Z,1e-9,Total,8,0.5773502691896258,7.422649730810374,8.577350269189626
2022-02-04T18:22:14Z,1e-9,Specific,2,1.6329931618554523,0.3670068381445477,3.6329931618554525
2022-02-04T18:22:14Z,3.0000000000000004e-9,Background,8.666666666666666,3.1797973380564857,5.48686932861018,11.846464004723153
2022-02-04T18:22:14Z,3.0000000000000004e-9,Total,5.333333333333333,1.4529663145135578,3.880367018819775,6.78629964784689
2022-02-04T18:22:14Z,3.0000000000000004e-9,Specific,-3.333333333333333,3.4960294939005054,-6.8293628272338385,0.1626961605671724
2022-02-04T18:22:14Z,1e-8,Background,21.333333333333332,4.333333333333334,17,25.666666666666664
2022-02-04T18:22:14Z,1e-8,Total,28,7.371114795831994,20.628885204168007,35.37111479583199
2022-02-04T18:22:14Z,1e-8,Specific,6.666666666666668,8.55050355892044,-1.8838368922537718,15.217170225587108
2022-02-04T18:22:14Z,3.0000000000000004e-8,Background,52.333333333333336,5.547772325697746,46.78556100763559,57.88110565903108
2022-02-04T18:22:14Z,3.0000000000000004e-8,Total,67.66666666666667,6.333333333333333,61.333333333333336,74
2022-02-04T18:22:14Z,3.0000000000000004e-8,Specific,15.333333333333336,8.41955396021006,6.913779373123276,23.752887293543395
2022-02-04T18:22:14Z,1.0000000000000001e-7,Background,151.66666666666666,3.8441875315569325,147.82247913510972,155.5108541982236
2022-02-04T18:22:14Z,1.0000000000000001e-7,Total,211.33333333333334,10.365541203644144,200.9677921296892,221.69887453697748
2022-02-04T18:22:14Z,1.0000000000000001e-7,Specific,59.666666666666686,11.055415967851335,48.611250698815354,70.72208263451802
2022-02-04T18:22:14Z,3.0000000000000004e-7,Background,438.3333333333333,12.914247085207013,425.4190862481263,451.24758041854034
2022-02-04T18:22:14Z,3.0000000000000004e-7,Total,577.6666666666666,14.881009523699811,562.7856571429668,592.5476761903665
2022-02-04T18:22:14Z,3.0000000000000004e-7,Specific,139.33333333333331,19.70335560817553,119.62997772515779,159.03668894150886
2022-02-04T18:22:14Z,1e-6,Background,1479,34.42867022313428,1444.5713297768657,1513.4286702231343
2022-02-04T18:22:14Z,1e-6,Total,1789.6666666666667,27.155928348050352,1762.5107383186164,1816.822595014717
2022-02-04T18:22:14Z,1e-6,Specific,310.66666666666674,43.84949005151347,266.81717661515324,354.51615671818024
2022-02-04T19:58:48Z,1e-9,Background,6.333333333333333,0.881917103688197,5.451416229645136,7.21525043702153
2022-02-04T19:58:48Z,1e-9,Total,10,1.1547005383792517,8.845299461620748,11.154700538379252
2022-02-04T19:58:48Z,1e-9,Specific,3.666666666666667,1.452966314513558,2.2137003521531087,5.119632981180225
2022-02-04T19:58:48Z,3.0000000000000004e-9,Background,8,2.0816659994661326,5.918334000533868,10.081665999466132
2022-02-04T19:58:48Z,3.0000000000000004e-9,Total,13.666666666666666,3.7118429085533484,9.954823758113317,17.378509575220015
2022-02-04T19:58:48Z,3.0000000000000004e-9,Specific,5.666666666666666,4.255715111601235,1.4109515550654308,9.922381778267901
2022-02-04T19:58:48Z,1e-8,Background,19.333333333333332,3.38296385503074,15.950369478302592,22.716297188364074
2022-02-04T19:58:48Z,1e-8,Total,24.666666666666668,4.176654695380556,20.490011971286112,28.843321362047224
2022-02-04T19:58:48Z,1e-8,Specific,5.333333333333336,5.3748384988657,-0.04150516553236461,10.708171832199035
2022-02-04T19:58:48Z,3.0000000000000004e-8,Background,58.666666666666664,7.2648315725677906,51.40183509409887,65.93149823923446
2022-02-04T19:58:48Z,3.0000000000000004e-8,Total,74.33333333333333,3.9299420408505323,70.4033912924828,78.26327537418386
2022-02-04T19:58:48Z,3.0000000000000004e-8,Specific,15.666666666666664,8.259674462242579,7.4069922044240855,23.926341128909243
2022-02-04T19:58:48Z,1.0000000000000001e-7,Background,153.66666666666666,6.489307444643929,147.17735922202272,160.1559741113106
2022-02-04T19:58:48Z,1.0000000000000001e-7,Total,192.33333333333334,6.691619966628244,185.6417133667051,199.0249532999616
2022-02-04T19:58:48Z,1.0000000000000001e-7,Specific,38.666666666666686,9.321420969406375,29.34524569726031,47.98808763607306
2022-02-04T19:58:48Z,3.0000000000000004e-7,Background,422,11.590225767142474,410.4097742328575,433.5902257671425
2022-02-04T19:58:48Z,3.0000000000000004e-7,Total,549.3333333333334,19.1253177170414,530.208015616292,568.4586510503748
2022-02-04T19:58:48Z,3.0000000000000004e-7,Specific,127.33333333333337,22.363164156959343,104.97016917637403,149.6964974902927
2022-02-04T19:58:48Z,1e-6,Background,1526.3333333333333,13.220354676701296,1513.1129786566319,1539.5536880100346
2022-02-04T19:58:48Z,1e-6,Total,1787.6666666666667,65.8390292894555,1721.8276373772112,1853.5056959561223
2022-02-04T19:58:48Z,1e-6,Specific,261.3333333333335,67.1532244613433,194.18010887199017,328.4865577946768
2022-02-04T21:49:48Z,1e-9,Background,4,2.0816659994661326,1.9183340005338674,6.081665999466132
2022-02-04T21:49:48Z,1e-9,Total,7,0.5773502691896258,6.422649730810374,7.577350269189626
2022-02-04T21:49:48Z,1e-9,Specific,3,2.160246899469287,0.8397531005307131,5.160246899469287
2022-02-04T21:49:48Z,3.0000000000000004e-9,Background,8,1.5275252316519468,6.472474768348054,9.527525231651946
2022-02-04T21:49:48Z,3.0000000000000004e-9,Total,11.666666666666666,0.3333333333333333,11.333333333333332,12
2022-02-04T21:49:48Z,3.0000000000000004e-9,Specific,3.666666666666666,1.5634719199411435,2.1031947467255225,5.23013858660781
2022-02-04T21:49:48Z,1e-8,Background,15.333333333333334,0.6666666666666666,14.666666666666668,16
2022-02-04T21:49:48Z,1e-8,Total,29.666666666666668,3.9299420408505323,25.736724625816137,33.5966087075172
2022-02-04T21:49:48Z,1e-8,Specific,14.333333333333334,3.9860869143671325,10.3472464189662,18.319420247700467
2022-02-04T21:49:48Z,3.0000000000000004e-8,Background,51,4.618802153517007,46.38119784648299,55.61880215351701
2022-02-04T21:49:48Z,3.0000000000000004e-8,Total,70.66666666666667,0.881917103688197,69.78474956297848,71.54858377035487
2022-02-04T21:49:48Z,3.0000000000000004e-8,Specific,19.66666666666667,4.702245326555294,14.964421340111377,24.368911993221964
2022-02-04T21:49:48Z,1.0000000000000001e-7,Background,162,14.433756729740645,147.56624327025935,176.43375672974065
2022-02-04T21:49:48Z,1.0000000000000001e-7,Total,199.33333333333334,9.386751893552482,189.94658143978086,208.72008522688583
2022-02-04T21:49:48Z,1.0000000000000001e-7,Specific,37.33333333333334,17.21756209352661,20.115771239806733,54.55089542685995
2022-02-04T21:49:48Z,3.0000000000000004e-7,Background,446.6666666666667,7.356025496904637,439.31064116976205,454.0226921635713
2022-02-04T21:49:48Z,3.0000000000000004e-7,Total,571,8.504900548115382,562.4950994518846,579.5049005481154
2022-02-04T21:49:48Z,3.0000000000000004e-7,Specific,124.33333333333331,11.244751862288668,113.08858147104465,135.57808519562198
2022-02-04T21:49:48Z,1e-6,Background,1492.6666666666667,22.578258962501465,1470.0884077041653,1515.2449256291682
2022-02-04T21:49:48Z,1e-6,Total,1802.6666666666667,44.54336214421978,1758.123304522447,1847.2100288108866
2022-02-04T21:49:48Z,1e-6,Specific,310,49.93885149749531,260.0611485025047,359.9388514974953
2022-02-04T23:40:48Z,1e-9,Background,6.333333333333333,0.3333333333333333,6,6.666666666666666
2022-02-04T23:40:48Z,1e-9,Total,7.666666666666667,0.881917103688197,6.78474956297847,8.548583770354863
2022-02-04T23:40:48Z,1e-9,Specific,1.333333333333334,0.9428090415820635,0.39052429175127046,2.2761423749153975
2022-02-04T23:40:48Z,3.0000000000000004e-9,Background,11,2,9,13
2022-02-04T23:40:48Z,3.0000000000000004e-9,Total,11,3.511884584284246,7.488115415715754,14.511884584284246
2022-02-04T23:40:48Z,3.0000000000000004e-9,Specific,0,4.04145188432738,-4.04145188432738,4.04145188432738
2022-02-04T23:40:48Z,1e-8,Background,21.666666666666668,1.4529663145135578,20.21370035215311,23.119632981180224
2022-02-04T23:40:48Z,1e-8,Total,26,1.7320508075688774,24.26794919243112,27.73205080756888
2022-02-04T23:40:48Z,1e-8,Specific,4.333333333333332,2.2607766610417563,2.072556672291576,6.5941099943750885
2022-02-04T23:40:48Z,3.0000000000000004e-8,Background,39.333333333333336,0.881917103688197,38.45141622964514,40.21525043702153
2022-02-04T23:40:48Z,3.0000000000000004e-8,Total,68,9.018499505645789,58.98150049435421,77.01849950564579
2022-02-04T23:40:48Z,3.0000000000000004e-8,Specific,28.666666666666664,9.061518146045458,19.605148520621206,37.72818481271212
2022-02-04T23:40:48Z,1.0000000000000001e-7,Background,158.33333333333334,4.0551750201988135,154.27815831313453,162.38850835353216
2022-02-04T23:40:48Z,1.0000000000000001e-7,Total,193.66666666666666,7.512951779723097,186.15371488694356,201.17961844638975
2022-02-04T23:40:48Z,1.0000000000000001e-7,Specific,35.333333333333314,8.537498983243799,26.795834350089514,43.870832316577115
2022-02-04T23:40:48Z,3.0000000000000004e-7,Background,464.6666666666667,20.88327347690278,443.7833931897639,485.5499401435695
2022-02-04T23:40:48Z,3.0000000000000004e-7,Total,562.3333333333334,5.2068331172711035,557.1265002160623,567.5401664506045
2022-02-04T23:40:48Z,3.0000000000000004e-7,Specific,97.66666666666669,21.5225979431439,76.14406872352279,119.18926460981058
2022-02-04T23:40:48Z,1e-6,Background,1503.3333333333333,25.208023414072837,1478.1253099192604,1528.541356747406
2022-02-04T23:40:48Z,1e-6,Total,1779,33.020195840323744,1745.9798041596762,1812.0201958403238
2022-02-04T23:40:48Z,1e-6,Specific,275.66666666666674,41.542481603507724,234.12418506315902,317.20914827017447
